GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate
54107,2005,Wood County,West Virginia,86557,13.82,10000,27.48,557,39530,99300,32,95.91,0.84,0.93,0.12,0.52,0.27,1.37,0.05,327,314,3.14,3.27
54107,2006,Wood County,West Virginia,86557,13.82,10067,27.48,557,39530,99300,32,95.91,0.84,0.93,0.12,0.52,0.27,1.37,0.05,357,344,3.42,3.55
54107,2007,Wood County,West Virginia,86557,13.82,10134,27.48,557,39530,99300,32,95.91,0.84,0.93,0.12,0.52,0.27,1.37,0.05,378,367,3.62,3.73
54107,2008,Wood County,West Virginia,86557,13.82,10200,27.48,557,39530,99300,32,95.91,0.84,0.93,0.12,0.52,0.27,1.37,0.05,441,428,4.2,4.32
54107,2009,Wood County,West Virginia,86557,13.82,10267,27.48,557,39530,99300,32,95.91,0.84,0.93,0.12,0.52,0.27,1.37,0.05,481,455,4.43,4.68
54107,2010,Wood County,West Virginia,86956,11.7,10334,28.26,600,42734,104300,30.9,95.86,1.08,0.86,0.21,0.54,0.03,1.35,0.08,492,456,4.41,4.76
54107,2011,Wood County,West Virginia,86559,13.07,10566,28.74,622,41884,107000,31,95.52,1.06,0.98,0.14,0.61,0.03,1.58,0.08,523,500,4.73,4.95
54107,2012,Wood County,West Virginia,86559,13.07,10797,28.74,622,41884,107000,31,95.52,1.06,0.98,0.14,0.61,0.03,1.58,0.08,580,560,5.19,5.37
54107,2013,Wood County,West Virginia,86559,13.07,11029,28.74,622,41884,107000,31,95.52,1.06,0.98,0.14,0.61,0.03,1.58,0.08,532,517,4.69,4.82
54107,2014,Wood County,West Virginia,86559,13.07,11260,28.74,622,41884,107000,31,95.52,1.06,0.98,0.14,0.61,0.03,1.58,0.08,536,517,4.59,4.76
54107,2015,Wood County,West Virginia,86559,13.07,11492,28.74,622,41884,107000,31,95.52,1.06,0.98,0.14,0.61,0.03,1.58,0.08,474,451,3.92,4.12
54107,2016,Wood County,West Virginia,86559,13.07,11723,28.74,622,41884,107000,31,95.52,1.06,0.98,0.14,0.61,0.03,1.58,0.08,512,499,4.26,4.37
54109,2000,Wyoming County,West Virginia,25708,25.1,1741,16.65,318,23932,47400,26.3,98.11,0.63,0.53,0.12,0.08,0,0.49,0.05,,,,
54109,2001,Wyoming County,West Virginia,25708,25.1,1743,16.65,318,23932,47400,26.3,98.11,0.63,0.53,0.12,0.08,0,0.49,0.05,2,2,0.11,0.11
54109,2002,Wyoming County,West Virginia,25708,25.1,1745,16.65,318,23932,47400,26.3,98.11,0.63,0.53,0.12,0.08,0,0.49,0.05,14,14,0.8,0.8
54109,2003,Wyoming County,West Virginia,25708,25.1,1747,16.65,318,23932,47400,26.3,98.11,0.63,0.53,0.12,0.08,0,0.49,0.05,32,24,1.37,1.83
54109,2004,Wyoming County,West Virginia,25708,25.1,1749,16.65,318,23932,47400,26.3,98.11,0.63,0.53,0.12,0.08,0,0.49,0.05,29,29,1.66,1.66
54109,2005,Wyoming County,West Virginia,23651,16.61,1751,17.42,435,32141,58200,28,97.54,0.97,0.24,0.23,0.29,0,0.74,0,29,24,1.37,1.66
54109,2006,Wyoming County,West Virginia,23651,16.61,1752,17.42,435,32141,58200,28,97.54,0.97,0.24,0.23,0.29,0,0.74,0,32,28,1.6,1.83
54109,2007,Wyoming County,West Virginia,23651,16.61,1754,17.42,435,32141,58200,28,97.54,0.97,0.24,0.23,0.29,0,0.74,0,41,41,2.34,2.34
54109,2008,Wyoming County,West Virginia,23651,16.61,1756,17.42,435,32141,58200,28,97.54,0.97,0.24,0.23,0.29,0,0.74,0,38,29,1.65,2.16
54109,2009,Wyoming County,West Virginia,23651,16.61,1758,17.42,435,32141,58200,28,97.54,0.97,0.24,0.23,0.29,0,0.74,0,33,25,1.42,1.88
54109,2010,Wyoming County,West Virginia,23796,13.86,1760,18.17,516,36010,55800,26.1,97.79,0.49,0.44,0.14,0.11,0.01,1.01,0.02,31,26,1.48,1.76
54109,2011,Wyoming County,West Virginia,22866,17.17,1805,18.89,551,33730,60200,26.8,97.52,0.78,0.34,0.03,0,0,1.34,0,49,36,1.99,2.72
54109,2012,Wyoming County,West Virginia,22866,17.17,1849,18.89,551,33730,60200,26.8,97.52,0.78,0.34,0.03,0,0,1.34,0,46,46,2.49,2.49
54109,2013,Wyoming County,West Virginia,22866,17.17,1894,18.89,551,33730,60200,26.8,97.52,0.78,0.34,0.03,0,0,1.34,0,50,46,2.43,2.64
54109,2014,Wyoming County,West Virginia,22866,17.17,1939,18.89,551,33730,60200,26.8,97.52,0.78,0.34,0.03,0,0,1.34,0,56,53,2.73,2.89
54109,2015,Wyoming County,West Virginia,22866,17.17,1983,18.89,551,33730,60200,26.8,97.52,0.78,0.34,0.03,0,0,1.34,0,31,30,1.51,1.56
54109,2016,Wyoming County,West Virginia,22866,17.17,2028,18.89,551,33730,60200,26.8,97.52,0.78,0.34,0.03,0,0,1.34,0,32,28,1.38,1.58
