GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate
54087,2007,Roane County,West Virginia,15123,21.49,1319,24.02,429,27155,75700,29.6,97.49,0,0.83,0.11,0,0,1.57,0,22,22,1.67,1.67
54087,2008,Roane County,West Virginia,15123,21.49,1328,24.02,429,27155,75700,29.6,97.49,0,0.83,0.11,0,0,1.57,0,29,23,1.73,2.18
54087,2009,Roane County,West Virginia,15123,21.49,1337,24.02,429,27155,75700,29.6,97.49,0,0.83,0.11,0,0,1.57,0,31,30,2.24,2.32
54087,2010,Roane County,West Virginia,14926,17.7,1346,21.73,470,27174,78400,28.8,97.9,0.13,0.69,0.17,0.25,0.01,0.83,0.02,26,26,1.93,1.93
54087,2011,Roane County,West Virginia,14636,15.71,1385,23.6,456,31813,88900,30.5,97.16,0.02,0.91,0.09,0.13,0.01,1.55,0.14,24,24,1.73,1.73
54087,2012,Roane County,West Virginia,14636,15.71,1424,23.6,456,31813,88900,30.5,97.16,0.02,0.91,0.09,0.13,0.01,1.55,0.14,25,25,1.76,1.76
54087,2013,Roane County,West Virginia,14636,15.71,1463,23.6,456,31813,88900,30.5,97.16,0.02,0.91,0.09,0.13,0.01,1.55,0.14,17,17,1.16,1.16
54087,2014,Roane County,West Virginia,14636,15.71,1501,23.6,456,31813,88900,30.5,97.16,0.02,0.91,0.09,0.13,0.01,1.55,0.14,16,16,1.07,1.07
54087,2015,Roane County,West Virginia,14636,15.71,1540,23.6,456,31813,88900,30.5,97.16,0.02,0.91,0.09,0.13,0.01,1.55,0.14,24,24,1.56,1.56
54087,2016,Roane County,West Virginia,14636,15.71,1579,23.6,456,31813,88900,30.5,97.16,0.02,0.91,0.09,0.13,0.01,1.55,0.14,19,19,1.2,1.2
54089,2000,Summers County,West Virginia,12999,24.43,1156,20.9,284,21147,56100,27.3,96.12,2.15,0.55,0.25,0.09,0.04,0.74,0.07,,,,
54089,2001,Summers County,West Virginia,12999,24.43,1169,20.9,284,21147,56100,27.3,96.12,2.15,0.55,0.25,0.09,0.04,0.74,0.07,3,3,0.26,0.26
54089,2002,Summers County,West Virginia,12999,24.43,1183,20.9,284,21147,56100,27.3,96.12,2.15,0.55,0.25,0.09,0.04,0.74,0.07,5,5,0.42,0.42
54089,2003,Summers County,West Virginia,12999,24.43,1196,20.9,284,21147,56100,27.3,96.12,2.15,0.55,0.25,0.09,0.04,0.74,0.07,10,8,0.67,0.84
54089,2004,Summers County,West Virginia,12999,24.43,1210,20.9,284,21147,56100,27.3,96.12,2.15,0.55,0.25,0.09,0.04,0.74,0.07,14,13,1.07,1.16
54089,2005,Summers County,West Virginia,13217,17.43,1223,19.3,411,26859,71300,28.8,94.21,3.61,1.06,0,0.54,0,0.58,0,0,0,0,0
54089,2006,Summers County,West Virginia,13217,17.43,1236,19.3,411,26859,71300,28.8,94.21,3.61,1.06,0,0.54,0,0.58,0,17,17,1.37,1.37
54089,2007,Summers County,West Virginia,13217,17.43,1250,19.3,411,26859,71300,28.8,94.21,3.61,1.06,0,0.54,0,0.58,0,20,20,1.6,1.6
54089,2008,Summers County,West Virginia,13217,17.43,1263,19.3,411,26859,71300,28.8,94.21,3.61,1.06,0,0.54,0,0.58,0,19,19,1.5,1.5
54089,2009,Summers County,West Virginia,13217,17.43,1277,19.3,411,26859,71300,28.8,94.21,3.61,1.06,0,0.54,0,0.58,0,19,14,1.1,1.49
54089,2010,Summers County,West Virginia,13927,14.5,1290,23.15,448,33066,84200,35.2,92.17,4.63,1.36,0.27,0.2,0,1.28,0.09,19,19,1.47,1.47
54089,2011,Summers County,West Virginia,13544,13.86,1320,21.67,561,36651,89200,30.8,91.58,4.92,1.79,0.33,0.15,0,1.15,0.07,23,23,1.74,1.74
54089,2012,Summers County,West Virginia,13544,13.86,1350,21.67,561,36651,89200,30.8,91.58,4.92,1.79,0.33,0.15,0,1.15,0.07,27,26,1.93,2
54089,2013,Summers County,West Virginia,13544,13.86,1380,21.67,561,36651,89200,30.8,91.58,4.92,1.79,0.33,0.15,0,1.15,0.07,17,11,0.8,1.23
54089,2014,Summers County,West Virginia,13544,13.86,1409,21.67,561,36651,89200,30.8,91.58,4.92,1.79,0.33,0.15,0,1.15,0.07,21,21,1.49,1.49
54089,2015,Summers County,West Virginia,13544,13.86,1439,21.67,561,36651,89200,30.8,91.58,4.92,1.79,0.33,0.15,0,1.15,0.07,17,17,1.18,1.18
54089,2016,Summers County,West Virginia,13544,13.86,1469,21.67,561,36651,89200,30.8,91.58,4.92,1.79,0.33,0.15,0,1.15,0.07,21,19,1.29,1.43
54091,2000,Taylor County,West Virginia,16089,20.3,1287,20.36,330,27124,61900,25.2,97.66,0.81,0.59,0.19,0.15,0,0.57,0.02,,,,
54091,2001,Taylor County,West Virginia,16089,20.3,1307,20.36,330,27124,61900,25.2,97.66,0.81,0.59,0.19,0.15,0,0.57,0.02,,,,
54091,2002,Taylor County,West Virginia,16089,20.3,1326,20.36,330,27124,61900,25.2,97.66,0.81,0.59,0.19,0.15,0,0.57,0.02,,,,
54091,2003,Taylor County,West Virginia,16089,20.3,1346,20.36,330,27124,61900,25.2,97.66,0.81,0.59,0.19,0.15,0,0.57,0.02,,,,
54091,2004,Taylor County,West Virginia,16089,20.3,1366,20.36,330,27124,61900,25.2,97.66,0.81,0.59,0.19,0.15,0,0.57,0.02,,,,
54091,2005,Taylor County,West Virginia,16188,10.05,1385,21.31,512,37639,74300,27.8,97.25,0.93,0.67,0.16,0.27,0,0.72,0,,,,
54091,2006,Taylor County,West Virginia,16188,10.05,1405,21.31,512,37639,74300,27.8,97.25,0.93,0.67,0.16,0.27,0,0.72,0,,,,
54091,2007,Taylor County,West Virginia,16188,10.05,1425,21.31,512,37639,74300,27.8,97.25,0.93,0.67,0.16,0.27,0,0.72,0,,,,
54091,2008,Taylor County,West Virginia,16188,10.05,1445,21.31,512,37639,74300,27.8,97.25,0.93,0.67,0.16,0.27,0,0.72,0,,,,
54091,2009,Taylor County,West Virginia,16188,10.05,1464,21.31,512,37639,74300,27.8,97.25,0.93,0.67,0.16,0.27,0,0.72,0,,,,
54091,2010,Taylor County,West Virginia,16895,14.58,1484,21.89,509,40720,85700,28.2,96.93,0.74,0.85,0.22,0.36,0,0.89,0.02,,,,
54091,2011,Taylor County,West Virginia,16977,13.8,1539,21.14,587,43970,88800,25.9,96.36,0.95,0.94,0.15,0.96,0.08,0.52,0.04,,,,
54091,2012,Taylor County,West Virginia,16977,13.8,1594,21.14,587,43970,88800,25.9,96.36,0.95,0.94,0.15,0.96,0.08,0.52,0.04,,,,
54091,2013,Taylor County,West Virginia,16977,13.8,1649,21.14,587,43970,88800,25.9,96.36,0.95,0.94,0.15,0.96,0.08,0.52,0.04,,,,
54091,2014,Taylor County,West Virginia,16977,13.8,1704,21.14,587,43970,88800,25.9,96.36,0.95,0.94,0.15,0.96,0.08,0.52,0.04,,,,
54091,2015,Taylor County,West Virginia,16977,13.8,1759,21.14,587,43970,88800,25.9,96.36,0.95,0.94,0.15,0.96,0.08,0.52,0.04,,,,
54091,2016,Taylor County,West Virginia,16977,13.8,1814,21.14,587,43970,88800,25.9,96.36,0.95,0.94,0.15,0.96,0.08,0.52,0.04,,,,
54093,2000,Tucker County,West Virginia,7321,18.15,532,17.43,370,26250,61100,22.6,98.68,0.05,0.25,0.19,0.01,0.12,0.66,0.04,4,4,0.75,0.75
54093,2001,Tucker County,West Virginia,7321,18.15,539,17.43,370,26250,61100,22.6,98.68,0.05,0.25,0.19,0.01,0.12,0.66,0.04,2,2,0.37,0.37
54093,2002,Tucker County,West Virginia,7321,18.15,545,17.43,370,26250,61100,22.6,98.68,0.05,0.25,0.19,0.01,0.12,0.66,0.04,0,0,0,0
54093,2003,Tucker County,West Virginia,7321,18.15,552,17.43,370,26250,61100,22.6,98.68,0.05,0.25,0.19,0.01,0.12,0.66,0.04,0,0,0,0
54093,2004,Tucker County,West Virginia,7321,18.15,559,17.43,370,26250,61100,22.6,98.68,0.05,0.25,0.19,0.01,0.12,0.66,0.04,7,7,1.25,1.25
54093,2005,Tucker County,West Virginia,6861,13.25,566,21.69,443,31306,84000,29.4,99.96,0.04,0,0,0,0,0,0,0,0,0,0
54093,2006,Tucker County,West Virginia,6861,13.25,572,21.69,443,31306,84000,29.4,99.96,0.04,0,0,0,0,0,0,0,0,0,0
54093,2007,Tucker County,West Virginia,6861,13.25,579,21.69,443,31306,84000,29.4,99.96,0.04,0,0,0,0,0,0,16,16,2.76,2.76
54093,2008,Tucker County,West Virginia,6861,13.25,586,21.69,443,31306,84000,29.4,99.96,0.04,0,0,0,0,0,0,10,10,1.71,1.71
54093,2009,Tucker County,West Virginia,6861,13.25,592,21.69,443,31306,84000,29.4,99.96,0.04,0,0,0,0,0,0,7,7,1.18,1.18
54093,2010,Tucker County,West Virginia,7141,13.78,599,19.59,526,36445,102800,29.2,98.36,0.15,0.57,0.15,0.11,0.01,0.59,0.04,5,5,0.83,0.83
54093,2011,Tucker County,West Virginia,6972,10.77,609,20.86,525,40533,104000,23.9,97.68,0.23,0.49,0,0.6,0,1,0,10,10,1.64,1.64
54093,2012,Tucker County,West Virginia,6972,10.77,619,20.86,525,40533,104000,23.9,97.68,0.23,0.49,0,0.6,0,1,0,12,12,1.94,1.94
54093,2013,Tucker County,West Virginia,6972,10.77,629,20.86,525,40533,104000,23.9,97.68,0.23,0.49,0,0.6,0,1,0,7,7,1.11,1.11
54093,2014,Tucker County,West Virginia,6972,10.77,639,20.86,525,40533,104000,23.9,97.68,0.23,0.49,0,0.6,0,1,0,5,5,0.78,0.78
54093,2015,Tucker County,West Virginia,6972,10.77,649,20.86,525,40533,104000,23.9,97.68,0.23,0.49,0,0.6,0,1,0,7,7,1.08,1.08
54093,2016,Tucker County,West Virginia,6972,10.77,659,20.86,525,40533,104000,23.9,97.68,0.23,0.49,0,0.6,0,1,0,15,14,2.12,2.28
54095,2000,Tyler County,West Virginia,9592,16.61,627,16.35,343,29290,61500,23.6,98.96,0.02,0.43,0.05,0.08,0.01,0.44,0.01,5,5,0.8,0.8
54095,2001,Tyler County,West Virginia,9592,16.61,633,16.35,343,29290,61500,23.6,98.96,0.02,0.43,0.05,0.08,0.01,0.44,0.01,1,1,0.16,0.16
54095,2002,Tyler County,West Virginia,9592,16.61,640,16.35,343,29290,61500,23.6,98.96,0.02,0.43,0.05,0.08,0.01,0.44,0.01,0,0,0,0
54095,2003,Tyler County,West Virginia,9592,16.61,646,16.35,343,29290,61500,23.6,98.96,0.02,0.43,0.05,0.08,0.01,0.44,0.01,10,10,1.55,1.55
54095,2004,Tyler County,West Virginia,9592,16.61,653,16.35,343,29290,61500,23.6,98.96,0.02,0.43,0.05,0.08,0.01,0.44,0.01,10,10,1.53,1.53
54095,2005,Tyler County,West Virginia,8970,14.93,659,20.11,475,33579,80900,28.8,98.71,0.13,0.07,0.09,0.13,0,0.87,0,3,3,0.46,0.46
54095,2006,Tyler County,West Virginia,8970,14.93,665,20.11,475,33579,80900,28.8,98.71,0.13,0.07,0.09,0.13,0,0.87,0,13,13,1.95,1.95
54095,2007,Tyler County,West Virginia,8970,14.93,672,20.11,475,33579,80900,28.8,98.71,0.13,0.07,0.09,0.13,0,0.87,0,15,15,2.23,2.23
54095,2008,Tyler County,West Virginia,8970,14.93,678,20.11,475,33579,80900,28.8,98.71,0.13,0.07,0.09,0.13,0,0.87,0,16,16,2.36,2.36
54095,2009,Tyler County,West Virginia,8970,14.93,685,20.11,475,33579,80900,28.8,98.71,0.13,0.07,0.09,0.13,0,0.87,0,10,10,1.46,1.46
54095,2010,Tyler County,West Virginia,9208,11.95,691,17.91,501,37919,76700,30.2,98.51,0.14,0.53,0.17,0.13,0,0.5,0.01,11,10,1.45,1.59
54095,2011,Tyler County,West Virginia,9033,13.57,718,22.87,556,38854,87100,32.6,98.12,0.17,0.64,0.06,0,0,1.02,0,3,3,0.42,0.42
54095,2012,Tyler County,West Virginia,9033,13.57,744,22.87,556,38854,87100,32.6,98.12,0.17,0.64,0.06,0,0,1.02,0,0,0,0,0
54095,2013,Tyler County,West Virginia,9033,13.57,771,22.87,556,38854,87100,32.6,98.12,0.17,0.64,0.06,0,0,1.02,0,7,7,0.91,0.91
54095,2014,Tyler County,West Virginia,9033,13.57,798,22.87,556,38854,87100,32.6,98.12,0.17,0.64,0.06,0,0,1.02,0,12,10,1.25,1.5
54095,2015,Tyler County,West Virginia,9033,13.57,824,22.87,556,38854,87100,32.6,98.12,0.17,0.64,0.06,0,0,1.02,0,7,7,0.85,0.85
54095,2016,Tyler County,West Virginia,9033,13.57,851,22.87,556,38854,87100,32.6,98.12,0.17,0.64,0.06,0,0,1.02,0,14,14,1.65,1.65
54097,2000,Upshur County,West Virginia,23404,20.01,2089,23.28,362,26973,70000,25.9,97.74,0.61,0.59,0.16,0.3,0,0.56,0.03,,,,
54097,2001,Upshur County,West Virginia,23404,20.01,2120,23.28,362,26973,70000,25.9,97.74,0.61,0.59,0.16,0.3,0,0.56,0.03,,,,
54097,2002,Upshur County,West Virginia,23404,20.01,2150,23.28,362,26973,70000,25.9,97.74,0.61,0.59,0.16,0.3,0,0.56,0.03,,,,
54097,2003,Upshur County,West Virginia,23404,20.01,2181,23.28,362,26973,70000,25.9,97.74,0.61,0.59,0.16,0.3,0,0.56,0.03,,,,
54097,2004,Upshur County,West Virginia,23404,20.01,2212,23.28,362,26973,70000,25.9,97.74,0.61,0.59,0.16,0.3,0,0.56,0.03,,,,
54097,2005,Upshur County,West Virginia,23566,14.63,2243,22.59,489,34275,97500,24.7,97.22,0.48,0.69,0.16,0.31,0,1.14,0,,,,
54097,2006,Upshur County,West Virginia,23566,14.63,2273,22.59,489,34275,97500,24.7,97.22,0.48,0.69,0.16,0.31,0,1.14,0,,,,
54097,2007,Upshur County,West Virginia,23566,14.63,2304,22.59,489,34275,97500,24.7,97.22,0.48,0.69,0.16,0.31,0,1.14,0,53,52,2.26,2.3
54097,2008,Upshur County,West Virginia,23566,14.63,2335,22.59,489,34275,97500,24.7,97.22,0.48,0.69,0.16,0.31,0,1.14,0,65,65,2.78,2.78
54097,2009,Upshur County,West Virginia,23566,14.63,2365,22.59,489,34275,97500,24.7,97.22,0.48,0.69,0.16,0.31,0,1.14,0,,,,
54097,2010,Upshur County,West Virginia,24254,12.88,2396,24.91,552,41214,100400,23.9,96.87,0.6,1.03,0.21,0.35,0,0.91,0.03,,,,
54097,2011,Upshur County,West Virginia,24560,13.5,2477,24.01,591,40330,108800,24.2,96.4,1.06,1.12,0.13,0.24,0.16,0.84,0.05,,,,
54097,2012,Upshur County,West Virginia,24560,13.5,2557,24.01,591,40330,108800,24.2,96.4,1.06,1.12,0.13,0.24,0.16,0.84,0.05,,,,
54097,2013,Upshur County,West Virginia,24560,13.5,2638,24.01,591,40330,108800,24.2,96.4,1.06,1.12,0.13,0.24,0.16,0.84,0.05,,,,
54097,2014,Upshur County,West Virginia,24560,13.5,2718,24.01,591,40330,108800,24.2,96.4,1.06,1.12,0.13,0.24,0.16,0.84,0.05,,,,
54097,2015,Upshur County,West Virginia,24560,13.5,2799,24.01,591,40330,108800,24.2,96.4,1.06,1.12,0.13,0.24,0.16,0.84,0.05,86,79,2.82,3.07
54097,2016,Upshur County,West Virginia,24560,13.5,2879,24.01,591,40330,108800,24.2,96.4,1.06,1.12,0.13,0.24,0.16,0.84,0.05,136,105,3.65,4.72
54099,2000,Wayne County,West Virginia,42903,19.56,3773,21.89,382,27352,70900,26.7,98.38,0.12,0.47,0.23,0.2,0.01,0.54,0.04,,,,
54099,2001,Wayne County,West Virginia,42903,19.56,3799,21.89,382,27352,70900,26.7,98.38,0.12,0.47,0.23,0.2,0.01,0.54,0.04,47,44,1.16,1.24
54099,2002,Wayne County,West Virginia,42903,19.56,3826,21.89,382,27352,70900,26.7,98.38,0.12,0.47,0.23,0.2,0.01,0.54,0.04,49,45,1.18,1.28
54099,2003,Wayne County,West Virginia,42903,19.56,3852,21.89,382,27352,70900,26.7,98.38,0.12,0.47,0.23,0.2,0.01,0.54,0.04,44,44,1.14,1.14
54099,2004,Wayne County,West Virginia,42903,19.56,3878,21.89,382,27352,70900,26.7,98.38,0.12,0.47,0.23,0.2,0.01,0.54,0.04,45,44,1.13,1.16
54099,2005,Wayne County,West Virginia,41496,16.19,3904,22.78,509,34814,83400,31.7,97.86,0.35,0.65,0.11,0.31,0,0.73,0,47,47,1.2,1.2
54099,2006,Wayne County,West Virginia,41496,16.19,3930,22.78,509,34814,83400,31.7,97.86,0.35,0.65,0.11,0.31,0,0.73,0,54,54,1.37,1.37
54099,2007,Wayne County,West Virginia,41496,16.19,3956,22.78,509,34814,83400,31.7,97.86,0.35,0.65,0.11,0.31,0,0.73,0,38,38,0.96,0.96
54099,2008,Wayne County,West Virginia,41496,16.19,3982,22.78,509,34814,83400,31.7,97.86,0.35,0.65,0.11,0.31,0,0.73,0,90,86,2.16,2.26
54099,2009,Wayne County,West Virginia,41496,16.19,4008,22.78,509,34814,83400,31.7,97.86,0.35,0.65,0.11,0.31,0,0.73,0,138,127,3.17,3.44
54099,2010,Wayne County,West Virginia,42481,15.26,4034,23.25,552,36575,82100,33.3,98.18,0.17,0.51,0.25,0.17,0.01,0.69,0.01,98,97,2.4,2.43
54099,2011,Wayne County,West Virginia,41499,16.38,4150,23.08,589,36318,82800,32.1,97.59,0.36,0.62,0.08,0.13,0,1.21,0,126,115,2.77,3.04
54099,2012,Wayne County,West Virginia,41499,16.38,4266,23.08,589,36318,82800,32.1,97.59,0.36,0.62,0.08,0.13,0,1.21,0,133,114,2.67,3.12
54099,2013,Wayne County,West Virginia,41499,16.38,4383,23.08,589,36318,82800,32.1,97.59,0.36,0.62,0.08,0.13,0,1.21,0,149,126,2.88,3.4
54099,2014,Wayne County,West Virginia,41499,16.38,4499,23.08,589,36318,82800,32.1,97.59,0.36,0.62,0.08,0.13,0,1.21,0,139,120,2.67,3.09
54099,2015,Wayne County,West Virginia,41499,16.38,4615,23.08,589,36318,82800,32.1,97.59,0.36,0.62,0.08,0.13,0,1.21,0,108,107,2.32,2.34
54099,2016,Wayne County,West Virginia,41499,16.38,4731,23.08,589,36318,82800,32.1,97.59,0.36,0.62,0.08,0.13,0,1.21,0,126,120,2.54,2.66
54101,2000,Webster County,West Virginia,9719,31.75,843,21.02,285,21055,47500,29.1,98.83,0.01,0.37,0.07,0.06,0.01,0.64,0.01,0,0,0,0
54101,2001,Webster County,West Virginia,9719,31.75,842,21.02,285,21055,47500,29.1,98.83,0.01,0.37,0.07,0.06,0.01,0.64,0.01,0,0,0,0
54101,2002,Webster County,West Virginia,9719,31.75,840,21.02,285,21055,47500,29.1,98.83,0.01,0.37,0.07,0.06,0.01,0.64,0.01,2,2,0.24,0.24
54101,2003,Webster County,West Virginia,9719,31.75,839,21.02,285,21055,47500,29.1,98.83,0.01,0.37,0.07,0.06,0.01,0.64,0.01,5,5,0.6,0.6
54101,2004,Webster County,West Virginia,9719,31.75,838,21.02,285,21055,47500,29.1,98.83,0.01,0.37,0.07,0.06,0.01,0.64,0.01,0,0,0,0
54101,2005,Webster County,West Virginia,9510,20.26,837,20.68,445,28691,56600,29.8,98.28,0,0.72,0.27,0,0,0.45,0.28,5,5,0.6,0.6
54101,2006,Webster County,West Virginia,9510,20.26,835,20.68,445,28691,56600,29.8,98.28,0,0.72,0.27,0,0,0.45,0.28,2,2,0.24,0.24
54101,2007,Webster County,West Virginia,9510,20.26,834,20.68,445,28691,56600,29.8,98.28,0,0.72,0.27,0,0,0.45,0.28,6,6,0.72,0.72
54101,2008,Webster County,West Virginia,9510,20.26,833,20.68,445,28691,56600,29.8,98.28,0,0.72,0.27,0,0,0.45,0.28,2,2,0.24,0.24
54101,2009,Webster County,West Virginia,9510,20.26,831,20.68,445,28691,56600,29.8,98.28,0,0.72,0.27,0,0,0.45,0.28,11,11,1.32,1.32
54101,2010,Webster County,West Virginia,9154,20.87,830,21.89,458,25634,62600,37,98.2,0.15,0.52,0.07,0.05,0.01,0.98,0.01,7,7,0.84,0.84
54101,2011,Webster County,West Virginia,8927,21.47,850,26.19,489,29086,64800,39,97.73,0.12,0.26,0.27,0.37,0.11,1.14,0,16,16,1.88,1.88
54101,2012,Webster County,West Virginia,8927,21.47,869,26.19,489,29086,64800,39,97.73,0.12,0.26,0.27,0.37,0.11,1.14,0,10,9,1.04,1.15
54101,2013,Webster County,West Virginia,8927,21.47,889,26.19,489,29086,64800,39,97.73,0.12,0.26,0.27,0.37,0.11,1.14,0,7,7,0.79,0.79
54101,2014,Webster County,West Virginia,8927,21.47,908,26.19,489,29086,64800,39,97.73,0.12,0.26,0.27,0.37,0.11,1.14,0,22,22,2.42,2.42
54101,2015,Webster County,West Virginia,8927,21.47,928,26.19,489,29086,64800,39,97.73,0.12,0.26,0.27,0.37,0.11,1.14,0,4,4,0.43,0.43
54101,2016,Webster County,West Virginia,8927,21.47,947,26.19,489,29086,64800,39,97.73,0.12,0.26,0.27,0.37,0.11,1.14,0,18,17,1.8,1.9
54103,2000,Wetzel County,West Virginia,17693,19.8,1539,21.48,335,30935,66000,26,98.56,0.08,0.42,0.1,0.32,0.02,0.48,0.01,5,4,0.26,0.32
54103,2001,Wetzel County,West Virginia,17693,19.8,1541,21.48,335,30935,66000,26,98.56,0.08,0.42,0.1,0.32,0.02,0.48,0.01,26,21,1.36,1.69
54103,2002,Wetzel County,West Virginia,17693,19.8,1543,21.48,335,30935,66000,26,98.56,0.08,0.42,0.1,0.32,0.02,0.48,0.01,12,12,0.78,0.78
54103,2003,Wetzel County,West Virginia,17693,19.8,1545,21.48,335,30935,66000,26,98.56,0.08,0.42,0.1,0.32,0.02,0.48,0.01,12,11,0.71,0.78
54103,2004,Wetzel County,West Virginia,17693,19.8,1547,21.48,335,30935,66000,26,98.56,0.08,0.42,0.1,0.32,0.02,0.48,0.01,32,22,1.42,2.07
54103,2005,Wetzel County,West Virginia,16507,13.3,1550,20.7,495,36021,80100,36.2,97.99,0.55,0.45,0.05,0.13,0.07,0.75,0,26,26,1.68,1.68
54103,2006,Wetzel County,West Virginia,16507,13.3,1552,20.7,495,36021,80100,36.2,97.99,0.55,0.45,0.05,0.13,0.07,0.75,0,0,0,0,0
54103,2007,Wetzel County,West Virginia,16507,13.3,1554,20.7,495,36021,80100,36.2,97.99,0.55,0.45,0.05,0.13,0.07,0.75,0,15,15,0.97,0.97
54103,2008,Wetzel County,West Virginia,16507,13.3,1556,20.7,495,36021,80100,36.2,97.99,0.55,0.45,0.05,0.13,0.07,0.75,0,22,21,1.35,1.41
54103,2009,Wetzel County,West Virginia,16507,13.3,1558,20.7,495,36021,80100,36.2,97.99,0.55,0.45,0.05,0.13,0.07,0.75,0,30,28,1.8,1.93
54103,2010,Wetzel County,West Virginia,16583,12.93,1560,22.39,495,37897,82500,31.4,98.41,0.14,0.5,0.07,0.24,0.01,0.61,0.02,37,36,2.31,2.37
54103,2011,Wetzel County,West Virginia,16157,14.42,1603,20.77,515,39096,83500,34.5,97.79,0.12,0.65,0.04,0.47,0,0.93,0,31,31,1.93,1.93
54103,2012,Wetzel County,West Virginia,16157,14.42,1646,20.77,515,39096,83500,34.5,97.79,0.12,0.65,0.04,0.47,0,0.93,0,51,50,3.04,3.1
54103,2013,Wetzel County,West Virginia,16157,14.42,1689,20.77,515,39096,83500,34.5,97.79,0.12,0.65,0.04,0.47,0,0.93,0,52,52,3.08,3.08
54103,2014,Wetzel County,West Virginia,16157,14.42,1732,20.77,515,39096,83500,34.5,97.79,0.12,0.65,0.04,0.47,0,0.93,0,25,25,1.44,1.44
54103,2015,Wetzel County,West Virginia,16157,14.42,1775,20.77,515,39096,83500,34.5,97.79,0.12,0.65,0.04,0.47,0,0.93,0,45,43,2.42,2.54
54103,2016,Wetzel County,West Virginia,16157,14.42,1818,20.77,515,39096,83500,34.5,97.79,0.12,0.65,0.04,0.47,0,0.93,0,41,41,2.26,2.26
54105,2000,Wirt County,West Virginia,5873,19.59,386,16.9,313,30748,62300,24.5,98.26,0.29,0.31,0.2,0.09,0,0.75,0.1,3,3,0.78,0.78
54105,2001,Wirt County,West Virginia,5873,19.59,391,16.9,313,30748,62300,24.5,98.26,0.29,0.31,0.2,0.09,0,0.75,0.1,2,2,0.51,0.51
54105,2002,Wirt County,West Virginia,5873,19.59,397,16.9,313,30748,62300,24.5,98.26,0.29,0.31,0.2,0.09,0,0.75,0.1,0,0,0,0
54105,2003,Wirt County,West Virginia,5873,19.59,402,16.9,313,30748,62300,24.5,98.26,0.29,0.31,0.2,0.09,0,0.75,0.1,3,3,0.75,0.75
54105,2004,Wirt County,West Virginia,5873,19.59,408,16.9,313,30748,62300,24.5,98.26,0.29,0.31,0.2,0.09,0,0.75,0.1,9,8,1.96,2.21
54105,2005,Wirt County,West Virginia,5696,15.27,413,20.26,420,33668,61800,35.7,97.63,0,0,0,0,0,2.18,0.19,7,5,1.21,1.69
54105,2006,Wirt County,West Virginia,5696,15.27,419,20.26,420,33668,61800,35.7,97.63,0,0,0,0,0,2.18,0.19,14,10,2.39,3.34
54105,2007,Wirt County,West Virginia,5696,15.27,424,20.26,420,33668,61800,35.7,97.63,0,0,0,0,0,2.18,0.19,11,11,2.59,2.59
54105,2008,Wirt County,West Virginia,5696,15.27,430,20.26,420,33668,61800,35.7,97.63,0,0,0,0,0,2.18,0.19,10,10,2.33,2.33
54105,2009,Wirt County,West Virginia,5696,15.27,435,20.26,420,33668,61800,35.7,97.63,0,0,0,0,0,2.18,0.19,17,17,3.9,3.9
54105,2010,Wirt County,West Virginia,5717,8.79,441,18.44,469,36602,68800,25.6,98.13,0.16,0.45,0.21,0.17,0.02,0.86,0,17,17,3.85,3.85
54105,2011,Wirt County,West Virginia,5841,9.52,455,18.48,495,39352,80300,19.1,97.26,0.84,0.15,0.39,0,0,1.23,0.12,14,13,2.86,3.08
54105,2012,Wirt County,West Virginia,5841,9.52,469,18.48,495,39352,80300,19.1,97.26,0.84,0.15,0.39,0,0,1.23,0.12,12,12,2.56,2.56
54105,2013,Wirt County,West Virginia,5841,9.52,484,18.48,495,39352,80300,19.1,97.26,0.84,0.15,0.39,0,0,1.23,0.12,13,11,2.28,2.69
54105,2014,Wirt County,West Virginia,5841,9.52,498,18.48,495,39352,80300,19.1,97.26,0.84,0.15,0.39,0,0,1.23,0.12,10,10,2.01,2.01
54105,2015,Wirt County,West Virginia,5841,9.52,512,18.48,495,39352,80300,19.1,97.26,0.84,0.15,0.39,0,0,1.23,0.12,14,14,2.74,2.74
54105,2016,Wirt County,West Virginia,5841,9.52,526,18.48,495,39352,80300,19.1,97.26,0.84,0.15,0.39,0,0,1.23,0.12,14,14,2.66,2.66
54107,2000,Wood County,West Virginia,87986,13.85,9666,26.65,429,33285,77500,25.6,96.89,0.98,0.58,0.21,0.51,0.03,0.74,0.07,,,,
54107,2001,Wood County,West Virginia,87986,13.85,9733,26.65,429,33285,77500,25.6,96.89,0.98,0.58,0.21,0.51,0.03,0.74,0.07,,,,
54107,2002,Wood County,West Virginia,87986,13.85,9800,26.65,429,33285,77500,25.6,96.89,0.98,0.58,0.21,0.51,0.03,0.74,0.07,,,,
54107,2003,Wood County,West Virginia,87986,13.85,9866,26.65,429,33285,77500,25.6,96.89,0.98,0.58,0.21,0.51,0.03,0.74,0.07,267,260,2.64,2.71
54107,2004,Wood County,West Virginia,87986,13.85,9933,26.65,429,33285,77500,25.6,96.89,0.98,0.58,0.21,0.51,0.03,0.74,0.07,302,300,3.02,3.04
